train_no,train_name,source_code,source_name,des_code,des_name
'12759',CHARMINAR EXP  ,MAS ,CHENNAI CENTRAL,HYB ,HYDERABAD DECAN
'12760',CHARMINAR EXP  ,HYB ,HYDERABAD DECAN,MAS ,CHENNAI CENTRAL
'12761',TPTY KRMR  EXP ,TPTY,TIRUPATI       ,KRMR,KARIMNAGAR     
'12762',KRMR TPTY   EXP,KRMR,KARIMNAGAR     ,TPTY,TIRUPATI       
'12763',PADMAVATHI EXP ,TPTY,TIRUPATI       ,SC  ,SECUNDERABAD JN
'12764',PADMAVATI EXP  ,SC  ,SECUNDERABAD JN,TPTY,TIRUPATI       
'12765',TPTY AMI SUP EX,TPTY,TIRUPATI       ,AMI ,AMRAVATI       
'12766',AMI TPTY SUP EX,AMI ,AMRAVATI       ,TPTY,TIRUPATI       
'12767',NED  SRC SUP EX,NED ,H SAHIB NANDED ,SRC ,SANTRAGACHI JN 
'12768',NED  WKLY  EXP ,SRC ,SANTRAGACHI JN ,NED ,H SAHIB NANDED 
'12769',SEVEN HILLS EXP,TPTY,TIRUPATI       ,SC  ,SECUNDERABAD JN
'12770',SEVEN HILLS EXP,SC  ,SECUNDERABAD JN,TPTY,TIRUPATI       
'12771',SC NGP SUP EXP ,SC  ,SECUNDERABAD JN,NGP ,NAGPUR         
'12772',NGP SC SUP EXP ,NGP ,NAGPUR         ,SC  ,SECUNDERABAD JN
'12773',SHM SC AC  EXP ,SHM ,SHALIMAR       ,SC  ,SECUNDERABAD JN
'12774',SC SHM AC  EXP ,SC  ,SECUNDERABAD JN,SHM ,SHALIMAR       
'12775',COCANADA EXP   ,CCT ,KAKINADA TOWN  ,SC  ,SECUNDERABAD JN
'12776',COCANADA EXP   ,SC  ,SECUNDERABAD JN,CCT ,KAKINADA TOWN  
'12777',KOCHUVELI EXP  ,UBL ,HUBLI JN       ,KCVL,KOCHUVELI      
'12778',HUBLI EXP      ,KCVL,KOCHUVELI      ,UBL ,HUBLI JN       
'12779',GOA EXPRESS    ,VSG ,VASCO DA GAMA  ,NZM ,H NIZAMUDDIN   
'12780',GOA EXPRESS    ,NZM ,H NIZAMUDDIN   ,VSG ,VASCO DA GAMA  
'12781',SWARNA JAYANTHI,MYS ,MYSORE JN      ,NZM ,H NIZAMUDDIN   
'12782',SWARNA JAYANTHI,NZM ,H NIZAMUDDIN   ,MYS ,MYSORE JN      
'12783',VSKP SC AC EXP ,VSKP,VISAKHAPATNAM  ,SC  ,SECUNDERABAD JN
'12784',SC  VSKP AC EXP,SC  ,SECUNDERABAD JN,VSKP,VISAKHAPATNAM  
'12785',BANGALORE EXP  ,KCG ,KACHEGUDA      ,SBC ,BANGALORE CY JN
'12786',KACHEGUDA EXP  ,SBC ,BANGALORE CY JN,KCG ,KACHEGUDA      
'12791',SC PNBE EXPRESS,SC  ,SECUNDERABAD JN,PNBE,PATNA JN       
'12792',PNBE SC EXP    ,PNBE,PATNA JN       ,SC  ,SECUNDERABAD JN
'12797',VENKATADRI EXP ,KCG ,KACHEGUDA      ,CTO ,CHITTOOR       
'12798',VENKATADRI EXP ,CTO ,CHITTOOR       ,KCG ,KACHEGUDA      
'12801',PURUSHOTTAM EXP,PURI,PURI           ,NDLS,NEW DELHI      
'12802',PURSHOTTAM EXP ,NDLS,NEW DELHI      ,PURI,PURI           
'12803',SWARNAJAYANTI E,VSKP,VISAKHAPATNAM  ,NZM ,H NIZAMUDDIN   
'12804',VSKP SWRN J EXP,NZM ,H NIZAMUDDIN   ,VSKP,VISAKHAPATNAM  
'12805',JANMABHOOMI EXP,VSKP,VISAKHAPATNAM  ,SC  ,SECUNDERABAD JN
'12806',JANMABHOOMI EXP,SC  ,SECUNDERABAD JN,VSKP,VISAKHAPATNAM  
'12807',SAMTA EXPRESS  ,VSKP,VISAKHAPATNAM  ,NZM ,H NIZAMUDDIN   
'12808',SAMTA EXPRESS  ,NZM ,H NIZAMUDDIN   ,VSKP,VISAKHAPATNAM  
'12809',HOWRAH MAIL    ,CSTM,MUMBAI CST     ,HWH ,HOWRAH JN      
'12810',HWH MUMBAI MAIL,HWH ,HOWRAH JN      ,CSTM,MUMBAI CST     
'12811',HATIA EXPRESS  ,LTT ,LOKMANYATILAK T,HTE ,HATIA          
'12812',HTE LTT SUPER  ,HTE ,HATIA          ,LTT ,LOKMANYATILAK T
'12813',STEEL EXPRESS  ,HWH ,HOWRAH JN      ,TATA,TATANAGAR JN   
'12814',STEEL EXP      ,TATA,TATANAGAR JN   ,HWH ,HOWRAH JN      
'12815',NANDAN KANAN EX,PURI,PURI           ,NDLS,NEW DELHI      
'12816',NANDAN KANAN EX,NDLS,NEW DELHI      ,PURI,PURI           
'12817',JHARKHAND SJ EX,HTE ,HATIA          ,ANVT,ANAND VIHAR TRM
'12818',JHARKHAND EXPRE,ANVT,ANAND VIHAR TRM,HTE ,HATIA          
'12819',ORISSA S KRANTI,BBS ,BHUBANESWAR    ,NDLS,NEW DELHI      
'12820',ORISSA S KRNTI ,NDLS,NEW DELHI      ,BBS ,BHUBANESWAR    
'12821',DHAULI EXP     ,HWH ,HOWRAH JN      ,PURI,PURI           
'12822',DHAULI EXP     ,PURI,PURI           ,HWH ,HOWRAH JN      
'12823',C G SMPRK KRNTI,DURG,DURG           ,NZM ,H NIZAMUDDIN   
'12824',CHTSGRH S KRNTI,NZM ,H NIZAMUDDIN   ,DURG,DURG           
'12825',JHRKHND S KRANT,RNC ,RANCHI         ,NDLS,NEW DELHI      
'12826',JHRKHND S KRNTI,NDLS,NEW DELHI      ,RNC ,RANCHI         
'12827',HWH PRR EXP    ,HWH ,HOWRAH JN      ,PRR ,PURULIA JN     
'12828',PRR HWH EXP    ,PRR ,PURULIA JN     ,HWH ,HOWRAH JN      
'12829',BHUBANESWAR EXP,MAS ,CHENNAI CENTRAL,BBS ,BHUBANESWAR    
'12830',BBS CHENNAI EXP,BBS ,BHUBANESWAR    ,MAS ,CHENNAI CENTRAL
'12831',BBS  GARIB RATH,DHN ,DHANBAD JN     ,BBS ,BHUBANESWAR    
'12832',DHN GARIB RATH ,BBS ,BHUBANESWAR    ,DHN ,DHANBAD JN     
'12833',HOWRAH EXPRESS ,ADI ,AHMEDABAD JN   ,HWH ,HOWRAH JN      
'12834',HWH ADI EXPRESS,HWH ,HOWRAH JN      ,ADI ,AHMEDABAD JN   
'12835',HTE YPR EXPRESS,HTE ,HATIA          ,YPR ,YESVANTPUR JN  
'12836',YPR HATIA EXP  ,YPR ,YESVANTPUR JN  ,HTE ,HATIA          
'12837',HWH PURI EXP   ,HWH ,HOWRAH JN      ,PURI,PURI           
'12838',PURI HWH EXPRES,PURI,PURI           ,HWH ,HOWRAH JN      
'12839',HWH MAS MAIL   ,HWH ,HOWRAH JN      ,MAS ,CHENNAI CENTRAL
'12840',HOWRAH MAIL    ,MAS ,CHENNAI CENTRAL,HWH ,HOWRAH JN      
'12841',COROMANDAL EXP ,HWH ,HOWRAH JN      ,MAS ,CHENNAI CENTRAL
'12842',COROMANDEL EXP ,MAS ,CHENNAI CENTRAL,HWH ,HOWRAH JN      
'12843',PURI  ADI EXP  ,PURI,PURI           ,ADI ,AHMEDABAD JN   
'12844',ADI PURI EXP   ,ADI ,AHMEDABAD JN   ,PURI,PURI           
'12845',BBS YPR SUP EXP,BBS ,BHUBANESWAR    ,YPR ,YESVANTPUR JN  
'12846',BHUBANESHWAR EX,YPR ,YESVANTPUR JN  ,BBS ,BHUBANESWAR    
'12847',HWH DGHA DURONT,HWH ,HOWRAH JN      ,DGHA,DIGHA FLAG STN 
'12848',DGHA HWH DURONT,DGHA,DIGHA FLAG STN ,HWH ,HOWRAH JN      
'12849',BSP PUNE SUP EX,BSP ,BILASPUR JN    ,PUNE,PUNE JN        
'12850',PA BILASPUR EXP,PUNE,PUNE JN        ,BSP ,BILASPUR JN    
'12851',BSP MAS EXP    ,BSP ,BILASPUR JN    ,MAS ,CHENNAI CENTRAL
'12852',BILASPUR EXPRES,MAS ,CHENNAI CENTRAL,BSP ,BILASPUR JN    
'12853',AMARKANTAK EXP ,DURG,DURG           ,BPL ,BHOPAL  JN     
'12854',AMARKANTAK EXP ,BPL ,BHOPAL  JN     ,DURG,DURG           
'12855',NAGPUR INTERCIT,BSP ,BILASPUR JN    ,NGP ,NAGPUR         
'12856',BSP INTERCITY  ,NGP ,NAGPUR         ,BSP ,BILASPUR JN    
'12857',TAMRALIPTA EXP ,HWH ,HOWRAH JN      ,DGHA,DIGHA FLAG STN 
'12858',TAMRALIPTA EXP ,DGHA,DIGHA FLAG STN ,HWH ,HOWRAH JN      
'12859',GITANJALI EXP  ,CSTM,MUMBAI CST     ,HWH ,HOWRAH JN      
'12860',GITANJALI EXP  ,HWH ,HOWRAH JN      ,CSTM,MUMBAI CST     
'12861',LINK DAKSIN EXP,VSKP,VISAKHAPATNAM  ,NZM ,H NIZAMUDDIN   
'12863',HWH YPR EXPRESS,HWH ,HOWRAH JN      ,YPR ,YESVANTPUR JN  
'12864',YPR HOWRAH EXP ,YPR ,YESVANTPUR JN  ,HWH ,HOWRAH JN      
'12865',LALMATI EXPRESS,HWH ,HOWRAH JN      ,PRR ,PURULIA JN     
'12866',LALMATI EXPRESS,PRR ,PURULIA JN     ,HWH ,HOWRAH JN      
'12867',HWH PDY EXP    ,HWH ,HOWRAH JN      ,PDY ,PUDUCHERRY     
'12868',PDY HOWRAH EXP ,PDY ,PUDUCHERRY     ,HWH ,HOWRAH JN      
'12869',HOWRAH SUP EXP ,CSTM,MUMBAI CST     ,HWH ,HOWRAH JN      
'12870',HWH CSTM EXPRES,HWH ,HOWRAH JN      ,CSTM,MUMBAI CST     
'12871',ISPAT EXPRESS  ,HWH ,HOWRAH JN      ,TIG ,TITLAGARH      
'12872',ISPAT EXPRESS  ,TIG ,TITLAGARH      ,HWH ,HOWRAH JN      
'12873',JHARKHAND S J E,HTE ,HATIA          ,ANVT,ANAND VIHAR TRM
'12874',JHARKHAND EXP  ,ANVT,ANAND VIHAR TRM,HTE ,HATIA          
'12875',NEELACHAL EXP  ,PURI,PURI           ,NDLS,NEW DELHI      
'12876',NEELACHAL EXP  ,NDLS,NEW DELHI      ,PURI,PURI           
'12877',RNC GARIB RATH ,RNC ,RANCHI         ,NDLS,NEW DELHI      
'12878',NDLS RNC G RATH,NDLS,NEW DELHI      ,RNC ,RANCHI         
'12879',LTT BBS SUP EXP,LTT ,LOKMANYATILAK T,BBS ,BHUBANESWAR    
'12880',BBS LTT SF EXP ,BBS ,BHUBANESWAR    ,LTT ,LOKMANYATILAK T
'12881',HWH PURI G RATH,HWH ,HOWRAH JN      ,PURI,PURI           
'12882',PURI HWH G RATH,PURI,PURI           ,HWH ,HOWRAH JN      
'12883',RUPASIBANGLA EX,SRC ,SANTRAGACHI JN ,PRR ,PURULIA JN     
'12884',RUPASIBANGLA EX,PRR ,PURULIA JN     ,HWH ,HOWRAH JN      
'12885',ARANYAK EXPRESS,SHM ,SHALIMAR       ,BJE ,BHOJUDIH JN    
'12886',ARANYAK EXPRESS,BJE ,BHOJUDIH JN    ,SHM ,SHALIMAR       
'12887',HWH PURI EXPRES,HWH ,HOWRAH JN      ,PURI,PURI           
'12888',PURI HWH EXPRES,PURI,PURI           ,HWH ,HOWRAH JN      
'12889',TATA YPR EXP   ,TATA,TATANAGAR JN   ,YPR ,YESVANTPUR JN  
'12890',YPR TATA EXP   ,YPR ,YESVANTPUR JN  ,TATA,TATANAGAR JN   
'12891',BGY  BBS EXPRES,BGY ,BANGRIPOSI     ,BBS ,BHUBANESWAR    
'12892',BBS BPO EXPRESS,BBS ,BHUBANESWAR    ,BGY ,BANGRIPOSI     
'12893',BLGR  EXPRESS  ,BBS ,BHUBANESWAR    ,BLGR,BALANGIR       
'12894',BBS EXPRESS    ,BLGR,BALANGIR       ,BBS ,BHUBANESWAR    
'12895',HWH PURI EXPRES,HWH ,HOWRAH JN      ,PURI,PURI           
'12896',PURI HWH EXPRES,PURI,PURI           ,HWH ,HOWRAH JN      
'12897',PDY BBS EXPRESS,PDY ,PUDUCHERRY     ,BBS ,BHUBANESWAR    
'12898',BBS PDY EXPRESS,BBS ,BHUBANESWAR    ,PDY ,PUDUCHERRY     
'12901',GUJARAT MAIL   ,BCT ,MUMBAI CENTRAL ,ADI ,AHMEDABAD JN   
'12902',GUJARAT MAIL   ,ADI ,AHMEDABAD JN   ,BCT ,MUMBAI CENTRAL 
'12903',GOLDENTEMPLE ML,BCT ,MUMBAI CENTRAL ,ASR ,AMRITSAR JN    
'12904',GOLDN TEMPLE ML,ASR ,AMRITSAR JN    ,BCT ,MUMBAI CENTRAL 
'12905',PBR HOWRAH EXP ,PBR ,PORBANDAR      ,HWH ,HOWRAH JN      
'12906',HWH PBR  OKHAEX,HWH ,HOWRAH JN      ,PBR ,PORBANDAR      
'12907',BDTS SMPRK K EX,BDTS,BANDRA TERMINUS,NZM ,H NIZAMUDDIN   
'12908',MHRST SMPRK K E,NZM ,H NIZAMUDDIN   ,BDTS,BANDRA TERMINUS
'12909',NZM GARIB RATH ,BDTS,BANDRA TERMINUS,NZM ,H NIZAMUDDIN   
'12910',BDTS GARIB RATH,NZM ,H NIZAMUDDIN   ,BDTS,BANDRA TERMINUS
'12911',BL HARIDWAR EXP,BL  ,VALSAD         ,HW  ,HARIDWAR JN    
'12912',HW BL SUP EXP  ,HW  ,HARIDWAR JN    ,BL  ,VALSAD         
'12913',TRISHATABDI EXP,INDB,INDORE JN BG   ,NGP ,NAGPUR         
'12914',TRISHATABDI EXP,NGP ,NAGPUR         ,INDB,INDORE JN BG   
'12915',ASHRAM EXPRESS ,ADI ,AHMEDABAD JN   ,DLI ,DELHI          
'12916',ASHRAM EXPRESS ,DLI ,DELHI          ,ADI ,AHMEDABAD JN   
'12917',GUJARAT SMPRK K,ADI ,AHMEDABAD JN   ,NZM ,H NIZAMUDDIN   
'12918',GUJRAT S KRANTI,NZM ,H NIZAMUDDIN   ,ADI ,AHMEDABAD JN   
'12919',MALWA EXPRESS  ,INDB,INDORE JN BG   ,JAT ,JAMMU TAWI     
'12920',MALWA EXPRESS  ,JAT ,JAMMU TAWI     ,INDB,INDORE JN BG   
'12921',FLYING RANEE   ,BCT ,MUMBAI CENTRAL ,ST  ,SURAT          
'12922',FLYING RANEE   ,ST  ,SURAT          ,BCT ,MUMBAI CENTRAL 
'12923',INDB NAGPUR EXP,INDB,INDORE JN BG   ,NGP ,NAGPUR         
'12924',NGP INDORE EXP ,NGP ,NAGPUR         ,INDB,INDORE JN BG   
'12925',PASCHIM EXPRESS,BDTS,BANDRA TERMINUS,ASR ,AMRITSAR JN    
'12926',PASCHIM EXPRESS,ASR ,AMRITSAR JN    ,BDTS,BANDRA TERMINUS
'12927',VADODARA EXP   ,BCT ,MUMBAI CENTRAL ,BRC ,VADODARA JN    
'12928',VADODARA EXP   ,BRC ,VADODARA JN    ,BCT ,MUMBAI CENTRAL 
'12931',ADI DOUBLE DECK,BCT ,MUMBAI CENTRAL ,ADI ,AHMEDABAD JN   
'12932',BCT DOUBLEDECKE,ADI ,AHMEDABAD JN   ,BCT ,MUMBAI CENTRAL 
'12933',KARNAVATI EXP  ,BCT ,MUMBAI CENTRAL ,ADI ,AHMEDABAD JN   
'12934',KARNAVATI EXP  ,ADI ,AHMEDABAD JN   ,BCT ,MUMBAI CENTRAL 
'12935',BDTS SURAT EXP ,BDTS,BANDRA TERMINUS,ST  ,SURAT          
'12936',SURAT BDTS EXP ,ST  ,SURAT          ,BDTS,BANDRA TERMINUS
'12937',GARBHA EXPRESS ,GIMB,GANDHIDHAM BG  ,HWH ,HOWRAH JN      
'12938',GARBHA EXPRESS ,HWH ,HOWRAH JN      ,GIMB,GANDHIDHAM BG  
'12939',PUNE JAIPUR EXP,PUNE,PUNE JN        ,JP  ,JAIPUR         
'12940',JP PUNE SF EXP ,JP  ,JAIPUR         ,PUNE,PUNE JN        
'12941',BVC ASANSOL EXP,BVC ,BHAVNAGAR TRMUS,ASN ,ASANSOL JN     
'12942',PARASNATH EXP  ,ASN ,ASANSOL JN     ,BVC ,BHAVNAGAR TRMUS
'12943',UDYOGKARMI EXP ,BL  ,VALSAD         ,CNB ,KANPUR CENTRAL 
'12944',UDHYOGKARMI EXP,CNB ,KANPUR CENTRAL ,BL  ,VALSAD         
'12945',MAHUVA EXPRESS ,ST  ,SURAT          ,MHV ,MAHUVA JN      
'12946',SURAT EXPRESS  ,MHV ,MAHUVA JN      ,ST  ,SURAT          
'12947',AZIMABAD EXPRES,ADI ,AHMEDABAD JN   ,PNBE,PATNA JN       
'12948',AZIMABAD EXPRES,PNBE,PATNA JN       ,ADI ,AHMEDABAD JN   
'12949',KAVIGURU EXPRES,PBR ,PORBANDAR      ,SRC ,SANTRAGACHI JN 
'12950',PBR KAVIGURU EX,SRC ,SANTRAGACHI JN ,PBR ,PORBANDAR      
'12951',MUMBAI RAJDHANI,BCT ,MUMBAI CENTRAL ,NDLS,NEW DELHI      
'12952',MUMBAI RAJDHANI,NDLS,NEW DELHI      ,BCT ,MUMBAI CENTRAL 
'12953',AUG KR RAJ EXP ,BCT ,MUMBAI CENTRAL ,NZM ,H NIZAMUDDIN   
'12954',AG KRANTI RJDHN,NZM ,H NIZAMUDDIN   ,BCT ,MUMBAI CENTRAL 
'12955',BCT JP EXPRESS ,BCT ,MUMBAI CENTRAL ,JP  ,JAIPUR         
'12956',JP BCT SUPFAST ,JP  ,JAIPUR         ,BCT ,MUMBAI CENTRAL 
'12957',SWARNA J RAJ EX,ADI ,AHMEDABAD JN   ,NDLS,NEW DELHI      
'12958',ADI SJ RAJDHANI,NDLS,NEW DELHI      ,ADI ,AHMEDABAD JN   
'12959',DADAR BHUJ EXP ,DDR ,DADAR          ,BHUJ,BHUJ           
'12960',BHUJ DADAR EXP ,BHUJ,BHUJ           ,DDR ,DADAR          
'12961',AVANTIKA EXP   ,BCT ,MUMBAI CENTRAL ,INDB,INDORE JN BG   
'12962',AVANTIKA EXP   ,INDB,INDORE JN BG   ,BCT ,MUMBAI CENTRAL 
'12963',MEWAR EXPRESS  ,NZM ,H NIZAMUDDIN   ,UDZ ,UDAIPUR CITY   
'12964',MEWAR EXPRESS  ,UDZ ,UDAIPUR CITY   ,NZM ,H NIZAMUDDIN   
'12967',JAIPUR EXP     ,MAS ,CHENNAI CENTRAL,JP  ,JAIPUR         
'12968',JP MADRAS EXPRE,JP  ,JAIPUR         ,MAS ,CHENNAI CENTRAL
'12968',JP MADRAS EXP  ,JP  ,JAIPUR         ,MAS ,CHENNAI CENTRAL
'12969',CBE JAIPUR EXP ,CBE ,COIMBATORE JN  ,JP  ,JAIPUR         
'12970',JP CBE SUP EXP ,JP  ,JAIPUR         ,CBE ,COIMBATORE JN  
'12971',BHAVNAGAR EXP  ,BDTS,BANDRA TERMINUS,BVC ,BHAVNAGAR TRMUS
'12972',BVC BDTS EXPRES,BVC ,BHAVNAGAR TRMUS,BDTS,BANDRA TERMINUS
'12973',JAIPUR EXPRESS ,INDB,INDORE JN BG   ,JP  ,JAIPUR         
'12974',JP INDB EXPRESS,JP  ,JAIPUR         ,INDB,INDORE JN BG   
'12975',JAIPUR EXPRESS ,MYS ,MYSORE JN      ,JP  ,JAIPUR         
'12976',JP MYSORE EXP  ,JP  ,JAIPUR         ,MYS ,MYSORE JN      
'12977',MARU SAGAR EXP ,ERS ,ERNAKULAM JN   ,AII ,AJMER JN       
'12978',MARU SAGAR EXP ,AII ,AJMER JN       ,ERS ,ERNAKULAM JN   
'12979',JAIPUR SUP FAST,BDTS,BANDRA TERMINUS,JP  ,JAIPUR         
'12980',JP BDTS SUP EXP,JP  ,JAIPUR         ,BDTS,BANDRA TERMINUS
'12981',CHETAK EXP     ,DEE ,DELHI S ROHILLA,UDZ ,UDAIPUR CITY   
'12982',CHETAK EXP     ,UDZ ,UDAIPUR CITY   ,DEE ,DELHI S ROHILLA
'12983',AII CDG G RATH ,AII ,AJMER JN       ,CDG ,CHANDIGARH     
'12984',CDG AII G RATH ,CDG ,CHANDIGARH     ,AII ,AJMER JN       
'12985',DEE DOUBLE DCKE,JP  ,JAIPUR         ,DEE ,DELHI S ROHILLA
'12986',JP DOUBLE DCKER,DEE ,DELHI S ROHILLA,JP  ,JAIPUR         
'12987',SDAH AJMER EXP ,SDAH,SEALDAH        ,AII ,AJMER JN       
'12988',AII SDAH EXPRES,AII ,AJMER JN       ,SDAH,SEALDAH        
'12989',AJMER EXPRESS  ,DDR ,DADAR          ,AII ,AJMER JN       
'12990',AII DDR  EXPRES,AII ,AJMER JN       ,DDR ,DADAR          
'12991',UDZ JP EXP     ,UDZ ,UDAIPUR CITY   ,JP  ,JAIPUR         
'12992',JP UDZ EXP     ,JP  ,JAIPUR         ,UDZ ,UDAIPUR CITY   
'12993',GIMB PURI EXP  ,GIMB,GANDHIDHAM BG  ,PURI,PURI           
'12994',PURI GIMB  EXP ,PURI,PURI           ,GIMB,GANDHIDHAM BG  
'12995',BDTS AII UDZ EX,BDTS,BANDRA TERMINUS,UDZ ,UDAIPUR CITY   
'12996',UDZ BDTS SF EXP,UDZ ,UDAIPUR CITY   ,BDTS,BANDRA TERMINUS
'13005',AMRITSAR MAIL  ,HWH ,HOWRAH JN      ,ASR ,AMRITSAR JN    
'13006',ASR HWH MAIL   ,ASR ,AMRITSAR JN    ,HWH ,HOWRAH JN      
'13007',U ABHATOOFAN EX,HWH ,HOWRAH JN      ,SGNR,SHRI GANGANAGAR
'13008',U A TOOFAN EXP ,SGNR,SHRI GANGANAGAR,HWH ,HOWRAH JN      
'13009',DOON EXPRESS   ,HWH ,HOWRAH JN      ,DDN ,DEHRADUN       
'13010',DOON EXPRESS   ,DDN ,DEHRADUN       ,HWH ,HOWRAH JN      
'13011',HWH MLDT INT EX,HWH ,HOWRAH JN      ,MLDT,MALDA TOWN     
'13012',MLDT HWH INT EX,MLDT,MALDA TOWN     ,HWH ,HOWRAH JN      
'13017',GANADEVTA EXP  ,HWH ,HOWRAH JN      ,AZ  ,AZIMGANJ JN    
'13018',GANADEVTA EXP  ,AZ  ,AZIMGANJ JN    ,HWH ,HOWRAH JN      
'13019',BAGH EXPRESS   ,HWH ,HOWRAH JN      ,KGM ,KATHGODAM      
'13020',BAGH EXPRESS   ,KGM ,KATHGODAM      ,HWH ,HOWRAH JN      
'13021',MITHILA EXPRESS,HWH ,HOWRAH JN      ,RXL ,RAXAUL JN      
'13022',MITHILA EXPRESS,RXL ,RAXAUL JN      ,HWH ,HOWRAH JN      
'13023',HWH GAYA EXPRES,HWH ,HOWRAH JN      ,GAYA,GAYA JN        
'13024',GAYA HWH EXPRES,GAYA,GAYA JN        ,HWH ,HOWRAH JN      
'13025',HWH BPL EXPRESS,HWH ,HOWRAH JN      ,BPL ,BHOPAL  JN     
'13026',BPL HOWRAH EXP ,BPL ,BHOPAL  JN     ,HWH ,HOWRAH JN      
'13027',KAVI GURU EXP  ,HWH ,HOWRAH JN      ,AZ  ,AZIMGANJ JN    
'13028',KAVI GURU EXP  ,AZ  ,AZIMGANJ JN    ,HWH ,HOWRAH JN      
'13043',HWH RXL EXPRESS,HWH ,HOWRAH JN      ,RXL ,RAXAUL JN      
'13044',RXL HWH EXPRESS,RXL ,RAXAUL JN      ,HWH ,HOWRAH JN      
'13049',AMRITSAR EXP   ,HWH ,HOWRAH JN      ,ASR ,AMRITSAR JN    
'13050',ASR HWH EXPRESS,ASR ,AMRITSAR JN    ,HWH ,HOWRAH JN      
'13051',HOOL EXPRESS   ,HWH ,HOWRAH JN      ,SURI,SIURI          
'13052',HOOL EXPRESS   ,SURI,SIURI          ,HWH ,HOWRAH JN      
'13053',HWH SURI EXP   ,HWH ,HOWRAH JN      ,SURI,SIURI          
'13054',SURI HWH EXP   ,SURI,SIURI          ,HWH ,HOWRAH JN      
'13063',HWH BLGT EXP   ,HWH ,HOWRAH JN      ,BLGT,BALURGHAT      
'13064',BLGT HWH EXPRES,BLGT,BALURGHAT      ,HWH ,HOWRAH JN      
'13071',HWH JMP EXPRESS,HWH ,HOWRAH JN      ,JMP ,JAMALPUR JN    
'13072',JMP HWH EXP    ,JMP ,JAMALPUR JN    ,HWH ,HOWRAH JN      
'13103',BHAGIRATHI EXP ,SDAH,SEALDAH        ,LGL ,LALGOLA        
'13104',BHAGIRATHI EXP ,LGL ,LALGOLA        ,SDAH,SEALDAH        
'13105',SDAH BUI EXPRES,SDAH,SEALDAH        ,BUI ,BALLIA         
'13106',BUI SDAH EXP   ,BUI ,BALLIA         ,SDAH,SEALDAH        
'13107',MAITREE EXPRESS,DAKA,DHAKA          ,KOAA,KOLKATA        
'13108',MAITREE EXPRESS,KOAA,KOLKATA        ,DAKA,DHAKA          
'13109',MAITREE EXPRESS,KOAA,KOLKATA        ,DAKA,DHAKA          
'13110',MAITREE EXPRESS,DAKA,DHAKA          ,KOAA,KOLKATA        
'13113',HAZARDUARI EXP ,KOAA,KOLKATA        ,LGL ,LALGOLA        
'13114',HAZARDUARI EXP ,LGL ,LALGOLA        ,KOAA,KOLKATA        
'13117',KOAA LGL EXPRES,KOAA,KOLKATA        ,LGL ,LALGOLA        
'13118',LGL KOAA EXPRES,LGL ,LALGOLA        ,KOAA,KOLKATA        
'13119',SDAH  DLI EXP  ,SDAH,SEALDAH        ,DLI ,DELHI          
'13120',DLI  SDAH EXP  ,DLI ,DELHI          ,SDAH,SEALDAH        
'13131',KOAA ANVT EXP  ,KOAA,KOLKATA        ,ANVT,ANAND VIHAR TRM
'13132',ANVT KOAA EXP  ,ANVT,ANAND VIHAR TRM,KOAA,KOLKATA        
'13133',SDAH BSB EXP   ,SDAH,SEALDAH        ,BSB ,VARANASI JN    
'13134',BSB SDAH EXPRES,BSB ,VARANASI JN    ,SDAH,SEALDAH        
'13135',KOAA JYG EXP   ,KOAA,KOLKATA        ,JYG ,JAYNAGAR       
'13136',JYG KOAA EXP   ,JYG ,JAYNAGAR       ,KOAA,KOLKATA        
'13137',KOAA AMH EXPRES,KOAA,KOLKATA        ,AMH ,AZAMGARH       
'13138',AMH KOAA EXP   ,AMH ,AZAMGARH       ,KOAA,KOLKATA        
'13141',TESTA TORSA EXP,SDAH,SEALDAH        ,NOQ ,NEW ALIPURDUAR 
'13142',TESTA TORSA EXP,NOQ ,NEW ALIPURDUAR ,SDAH,SEALDAH        
'13145',RADHIKAPUR EXP ,KOAA,KOLKATA        ,RDP ,RADHIKAPUR     
'13146',RADHIKAPUR EXP ,RDP ,RADHIKAPUR     ,KOAA,KOLKATA        
'13147',UTTAR BANGA EXP,SDAH,SEALDAH        ,NCB ,NEW COOCH BEHAR
'13148',UTTAR BANGA EXP,NCB ,NEW COOCH BEHAR,SDAH,SEALDAH        
'13149',KANCHANKANYA EX,SDAH,SEALDAH        ,APDJ,ALIPUR DUAR JN 
'13150',KANCHANKANYA EX,APDJ,ALIPUR DUAR JN ,SDAH,SEALDAH        
'13151',JAMMU TAWI EXP ,KOAA,KOLKATA        ,JAT ,JAMMU TAWI     
'13152',KOLKATA EXP    ,JAT ,JAMMU TAWI     ,KOAA,KOLKATA        
'13153',GOUR EXPRESS   ,SDAH,SEALDAH        ,MLDT,MALDA TOWN     
'13154',GOUR EXP       ,MLDT,MALDA TOWN     ,SDAH,SEALDAH        
'13155',MITHILANCHAL EX,KOAA,KOLKATA        ,SMI ,SITAMARHI      
'13156',MITHILANCHAL EX,SMI ,SITAMARHI      ,KOAA,KOLKATA        
'13157',TIRHUT EXPRESS ,KOAA,KOLKATA        ,MFP ,MUZAFFARPUR JN 
'13158',TIRHUT EXPRESS ,MFP ,MUZAFFARPUR JN ,KOAA,KOLKATA        
'13159',KOLKATA JBN EXP,KOAA,KOLKATA        ,JBN ,JOGBANI        
